CO,NO2,O3,PM10,PM2.5,SO2,label
0.58,21.0,4.6,35.0,15.0,4.5,0
0.72,23.0,15.0,40.0,20.0,3.9,0
0.82,25.0,39.0,39.0,20.0,6.9,0
0.78,24.0,74.0,45.0,22.0,6.8,1
0.42,15.0,85.0,51.0,25.0,6.1,1
0.3,12.0,71.0,45.0,23.0,4.1,1
0.33,14.0,76.0,39.0,18.0,4.8,1
0.27,12.0,79.0,43.0,15.0,4.6,1
0.23,11.0,63.0,46.0,15.0,4.0,1
0.22,9.4,58.0,46.0,14.0,4.5,1
0.27,11.0,67.0,45.0,17.0,5.0,1
0.4,17.0,52.0,45.0,18.0,5.2,1
0.52,24.0,15.0,42.0,17.0,5.9,0
0.54,24.0,8.6,35.0,15.0,7.7,0
0.44,22.0,8.6,35.0,12.0,6.9,0
0.4,23.0,6.9,33.0,14.0,6.8,0
0.39,22.0,6.8,29.0,15.0,5.8,0
0.44,24.0,4.5,33.0,15.0,5.2,0
0.47,24.0,3.0,37.0,15.0,5.1,0
0.5,25.0,1.2,37.0,15.0,4.6,0
0.44,21.0,2.4,39.0,16.0,5.7,0
0.42,23.0,0.6,39.0,15.0,7.4,0
0.41,24.0,0.6,37.0,14.0,6.7,0
0.49,21.0,1.3,38.0,18.0,5.6,0
0.56,23.0,4.4,44.0,21.0,8.0,0
0.68,28.0,13.0,48.0,20.0,6.2,0
0.5,20.0,27.0,45.0,18.0,4.8,0
0.28,14.0,37.0,45.0,15.0,3.5,0
0.21,13.0,43.0,44.0,13.0,3.0,0
0.21,13.0,52.0,48.0,15.0,3.1,1
0.22,14.0,54.0,50.0,12.0,3.4,1
0.21,13.0,64.0,38.0,9.0,4.1,1
0.22,14.0,66.0,40.0,10.0,4.2,1
0.21,15.0,61.0,45.0,15.0,4.3,1
0.24,16.0,56.0,40.0,16.0,4.8,1
0.37,19.0,44.0,38.0,18.0,5.0,0
0.42,22.0,31.0,37.0,15.0,5.8,0
0.47,23.0,23.0,40.0,15.0,8.4,0
0.45,23.0,19.0,46.0,18.0,7.4,0
0.54,28.0,7.9,48.0,17.0,9.5,0
0.42,25.0,8.5,42.0,15.0,9.6,0
0.38,25.0,5.2,43.0,16.0,7.3,0
0.32,23.0,4.1,40.0,19.0,4.6,0
0.31,19.0,6.4,37.0,17.0,4.3,0
0.27,12.0,13.0,35.0,15.0,3.6,0
0.29,17.0,6.6,61.0,18.0,4.7,1
0.31,17.0,6.6,57.0,16.0,4.9,1
0.35,16.0,9.8,27.0,15.0,4.6,0
0.42,18.0,11.0,29.0,15.0,4.5,0
0.5,19.0,15.0,33.0,13.0,5.3,0
0.65,23.0,27.0,42.0,17.0,5.3,0
0.57,22.0,52.0,43.0,18.0,4.6,1
0.43,21.0,58.0,44.0,21.0,5.4,1
0.39,19.0,70.0,51.0,23.0,5.8,1
0.29,14.0,77.0,51.0,19.0,5.2,1
0.24,12.0,61.0,45.0,16.0,4.3,1
0.22,12.0,52.0,46.0,15.0,3.7,1
0.26,13.0,41.0,42.0,15.0,4.0,0
0.31,14.0,30.0,35.0,13.0,3.9,0
0.8,30.0,22.0,38.0,15.0,3.4,0
0.88,33.0,16.0,38.0,18.0,3.6,0
0.76,29.0,12.0,33.0,20.0,3.4,0
0.72,26.0,10.0,33.0,19.0,3.4,0
0.81,28.0,5.1,35.0,17.0,3.3,0
0.88,31.0,1.9,39.0,20.0,3.5,0
0.73,28.0,3.3,40.0,18.0,4.1,0
0.64,29.0,0.8,39.0,17.0,6.0,0
0.66,30.0,1.9,38.0,20.0,4.8,0
0.36,19.0,4.6,39.0,15.0,3.5,0
0.34,19.0,2.6,37.0,15.0,2.9,0
0.44,20.0,2.5,39.0,18.0,2.6,0
0.6,24.0,4.7,40.0,19.0,3.9,0
0.59,23.0,12.0,40.0,20.0,3.3,0
0.51,20.0,29.0,44.0,20.0,2.8,0
0.54,22.0,57.0,49.0,22.0,5.9,1
0.34,17.0,64.0,49.0,24.0,5.2,1
0.29,14.0,69.0,43.0,20.0,3.8,1
0.31,15.0,80.0,42.0,20.0,4.6,1
0.24,13.0,62.0,44.0,20.0,3.9,1
0.19,11.0,47.0,45.0,17.0,3.5,0
0.37,23.0,40.0,44.0,14.0,2.2,0
0.4,21.0,44.0,29.0,10.0,1.7,0
0.57,25.0,38.0,18.0,7.0,1.8,0
0.78,31.0,28.0,17.0,8.0,2.0,0
1.06,40.0,12.0,21.0,11.0,2.2,0
1.02,37.0,9.0,26.0,9.0,2.6,0
1.22,41.0,2.0,26.0,10.0,3.2,0
1.1,38.0,2.6,29.0,13.0,3.4,0
0.93,33.0,3.2,31.0,10.0,3.1,0
0.72,28.0,4.0,32.0,12.0,3.0,0
0.46,21.0,7.1,31.0,13.0,2.7,0
0.37,18.0,9.7,29.0,10.0,3.0,0
0.32,15.0,10.0,32.0,12.0,2.9,0
0.37,18.0,7.1,29.0,10.0,3.3,0
0.45,21.0,5.7,32.0,13.0,2.8,0
0.58,24.0,9.3,40.0,19.0,3.1,0
0.63,26.0,25.0,45.0,21.0,5.6,0
0.54,22.0,46.0,46.0,23.0,6.0,0
0.38,15.0,65.0,45.0,25.0,5.0,1
0.37,13.0,85.0,44.0,24.0,6.2,1
0.41,17.0,60.0,45.0,22.0,5.2,1
0.43,17.0,59.0,48.0,21.0,5.9,1
0.32,14.0,62.0,50.0,20.0,6.1,1
0.4,20.0,53.0,42.0,20.0,5.3,1
0.34,21.0,44.0,28.0,14.0,2.5,0
0.49,26.0,34.0,21.0,7.0,2.3,0
0.51,21.0,36.0,13.0,9.0,2.4,0
0.54,21.0,33.0,15.0,10.0,2.3,0
0.76,28.0,22.0,24.0,10.0,2.9,0
1.4,45.0,4.5,32.0,15.0,3.1,0
0.81,30.0,10.0,34.0,19.0,2.7,0
0.74,34.0,0.9,32.0,16.0,6.0,0
0.87,34.0,0.8,33.0,16.0,7.0,0
0.59,22.0,10.0,37.0,13.0,3.9,0
0.39,14.0,11.0,37.0,12.0,2.9,0
0.3,13.0,11.0,35.0,15.0,3.2,0
0.29,14.0,11.0,33.0,16.0,3.1,0
0.33,20.0,1.0,32.0,18.0,5.2,0
0.32,18.0,1.5,33.0,17.0,7.1,0
0.45,20.0,3.9,39.0,16.0,6.6,0
0.93,32.0,9.9,45.0,18.0,6.2,0
1.0,35.0,28.0,50.0,21.0,6.8,0
0.47,22.0,34.0,49.0,22.0,6.9,0
0.39,19.0,35.0,42.0,18.0,7.2,0
0.32,17.0,46.0,42.0,17.0,5.7,0
0.29,14.0,55.0,46.0,17.0,4.7,1
0.24,13.0,52.0,43.0,15.0,4.2,1
0.23,13.0,44.0,39.0,15.0,3.8,0
0.22,15.0,36.0,43.0,18.0,4.2,0
0.67,37.0,26.0,50.0,17.0,4.9,0
0.92,49.0,7.8,53.0,16.0,27.0,1
1.21,51.0,2.3,48.0,20.0,24.0,1
1.2,49.0,1.6,45.0,20.0,18.0,0
1.06,45.0,3.4,45.0,19.0,12.0,0
0.91,40.0,4.5,48.0,20.0,9.9,0
0.92,36.0,4.8,46.0,20.0,6.8,0
0.55,23.0,9.4,38.0,16.0,3.6,0
0.44,20.0,8.0,31.0,13.0,3.1,0
0.5,25.0,0.9,34.0,15.0,6.8,0
0.48,25.0,1.3,39.0,15.0,4.5,0
0.37,20.0,0.6,42.0,15.0,8.3,0
0.38,19.0,0.6,43.0,15.0,6.7,0
0.53,19.0,1.0,42.0,12.0,8.0,0
0.53,20.0,3.0,46.0,15.0,10.0,0
0.61,23.0,9.0,53.0,20.0,9.9,1
0.55,22.0,20.0,53.0,24.0,6.6,1
0.37,17.0,38.0,45.0,22.0,4.9,0
0.34,17.0,53.0,38.0,17.0,4.4,1
0.3,15.0,64.0,35.0,17.0,4.2,1
0.34,17.0,67.0,40.0,17.0,5.1,1
0.27,15.0,65.0,46.0,18.0,4.0,1
0.23,14.0,60.0,48.0,18.0,3.8,1
0.23,14.0,52.0,45.0,13.0,3.8,1
0.26,15.0,40.0,42.0,13.0,4.1,0
0.34,17.0,26.0,38.0,13.0,5.2,0
0.38,19.0,20.0,35.0,11.0,6.4,0
0.39,22.0,13.0,38.0,11.0,11.0,0
0.49,25.0,7.0,39.0,10.0,8.4,0
0.57,28.0,2.5,34.0,10.0,7.2,0
0.58,27.0,1.0,34.0,11.0,7.5,0
0.45,26.0,1.2,38.0,10.0,7.8,0
0.38,25.0,1.6,42.0,9.0,7.4,0
0.34,23.0,0.8,44.0,9.0,10.0,0
0.33,22.0,0.7,42.0,10.0,8.9,0
0.32,20.0,0.6,39.0,13.0,7.5,0
0.32,20.0,0.6,40.0,13.0,8.0,0
0.36,20.0,1.3,43.0,10.0,6.7,0
0.4,18.0,5.8,42.0,12.0,5.6,0
0.52,19.0,15.0,43.0,16.0,5.9,0
0.43,16.0,30.0,42.0,16.0,3.9,0
0.34,16.0,39.0,40.0,15.0,3.5,0
0.31,17.0,53.0,40.0,15.0,3.3,1
0.26,13.0,57.0,33.0,15.0,3.6,1
0.31,15.0,67.0,38.0,13.0,5.0,1
0.23,12.0,57.0,45.0,14.0,4.1,1
0.22,12.0,55.0,44.0,15.0,4.5,1
0.23,12.0,51.0,43.0,18.0,4.2,1
0.23,12.0,52.0,39.0,17.0,4.7,1
0.33,16.0,43.0,39.0,17.0,6.1,0
0.5,24.0,23.0,42.0,18.0,8.5,0
0.45,24.0,13.0,39.0,17.0,9.5,0
0.47,26.0,9.3,38.0,12.0,7.7,0
0.46,25.0,7.2,37.0,10.0,5.3,0
0.42,26.0,5.8,37.0,12.0,5.2,0
0.6,27.0,5.6,39.0,13.0,4.1,0
0.44,20.0,9.4,39.0,14.0,3.9,0
0.48,25.0,1.7,43.0,18.0,7.6,0
0.33,23.0,0.7,45.0,17.0,8.0,0
0.33,22.0,1.3,39.0,15.0,7.3,0
0.26,16.0,5.4,35.0,13.0,4.2,0
0.3,18.0,3.8,34.0,14.0,5.2,0
0.34,13.0,11.0,35.0,18.0,3.1,0
0.46,14.0,16.0,34.0,16.0,2.7,0
0.37,13.0,22.0,31.0,16.0,3.0,0
0.38,17.0,29.0,31.0,14.0,3.2,0
0.31,19.0,49.0,46.0,14.0,3.1,0
0.29,13.0,59.0,45.0,15.0,3.0,1
0.31,17.0,59.0,42.0,15.0,3.1,1
0.32,18.0,57.0,48.0,15.0,5.3,1
0.29,17.0,58.0,51.0,18.0,6.3,1
0.34,18.0,48.0,48.0,16.0,6.9,0
0.42,21.0,42.0,44.0,15.0,7.9,0
0.61,29.0,28.0,42.0,15.0,9.7,0
0.66,34.0,16.0,45.0,17.0,15.0,0
0.71,34.0,6.8,46.0,17.0,10.0,0
0.73,31.0,2.6,43.0,15.0,6.1,0
0.51,26.0,2.1,39.0,13.0,5.7,0
0.7,31.0,6.1,38.0,15.0,4.0,0
0.45,26.0,8.4,40.0,17.0,6.6,0
0.45,23.0,9.6,43.0,16.0,4.7,0
0.4,20.0,11.0,43.0,15.0,3.9,0
0.36,19.0,9.7,39.0,15.0,4.2,0
0.49,26.0,0.8,40.0,15.0,8.7,0
0.52,25.0,1.6,44.0,13.0,9.3,0
0.65,25.0,4.0,46.0,17.0,11.0,0
0.75,27.0,14.0,50.0,19.0,8.3,0
0.45,19.0,30.0,44.0,19.0,5.4,0
0.26,11.0,35.0,32.0,18.0,3.0,0
0.26,12.0,40.0,29.0,15.0,3.4,0
0.22,9.9,49.0,29.0,11.0,3.0,0
0.2,8.8,57.0,32.0,10.0,2.8,1
0.21,10.0,46.0,37.0,10.0,2.9,0
0.21,9.9,42.0,38.0,12.0,2.2,0
0.23,9.8,43.0,39.0,16.0,2.2,0
0.31,12.0,43.0,40.0,16.0,2.4,0
0.45,17.0,36.0,40.0,15.0,2.5,0
0.61,22.0,29.0,35.0,18.0,2.0,0
0.55,21.0,30.0,37.0,18.0,2.5,0
0.3,12.0,34.0,37.0,14.0,2.7,0
0.57,22.0,20.0,38.0,15.0,3.1,0
0.68,27.0,10.0,43.0,20.0,3.2,0
0.38,16.0,23.0,43.0,20.0,6.2,0
0.34,15.0,17.0,39.0,20.0,5.2,0
0.27,16.0,13.0,38.0,19.0,3.9,0
0.28,18.0,8.7,38.0,15.0,4.2,0
0.28,18.0,7.9,35.0,15.0,4.4,0
0.3,18.0,5.2,31.0,15.0,5.1,0
0.33,16.0,6.9,33.0,14.0,5.6,0
0.35,14.0,9.8,35.0,17.0,4.9,0
0.3,11.0,22.0,32.0,20.0,4.9,0
0.28,11.0,29.0,29.0,17.0,3.8,0
0.26,11.0,39.0,38.0,17.0,3.6,0
0.27,9.9,51.0,43.0,20.0,3.5,1
0.27,10.0,59.0,44.0,19.0,4.0,1
0.27,11.0,58.0,43.0,19.0,4.2,1
0.22,8.6,45.0,37.0,17.0,3.1,0
0.2,7.6,42.0,31.0,15.0,2.7,0
0.19,7.9,42.0,22.0,13.0,2.5,0
0.36,15.0,35.0,26.0,12.0,3.2,0
0.51,24.0,31.0,34.0,13.0,5.7,0
0.57,27.0,23.0,38.0,18.0,6.7,0
0.55,28.0,16.0,38.0,21.0,6.9,0
0.64,28.0,13.0,35.0,19.0,4.6,0
0.63,27.0,13.0,38.0,15.0,3.5,0
0.67,25.0,12.0,37.0,15.0,3.2,0
0.49,23.0,5.9,34.0,16.0,3.6,0
0.45,22.0,3.8,35.0,19.0,3.5,0
0.39,22.0,2.8,40.0,25.0,4.9,0
0.34,20.0,4.2,39.0,24.0,4.1,0
0.33,16.0,7.5,40.0,22.0,5.5,0
0.31,18.0,6.8,42.0,20.0,6.1,0
0.34,16.0,9.5,39.0,20.0,5.3,0
0.37,16.0,11.0,42.0,20.0,4.8,0
0.3,13.0,21.0,40.0,16.0,5.1,0
0.36,14.0,33.0,39.0,20.0,5.3,0
0.5,17.0,51.0,46.0,28.0,4.3,1
0.51,15.0,77.0,48.0,32.0,3.4,1
0.41,13.0,75.0,45.0,31.0,2.8,1
0.38,13.0,79.0,46.0,25.0,4.6,1
0.36,13.0,57.0,43.0,21.0,4.6,1
0.28,12.0,47.0,38.0,19.0,2.7,0
0.32,17.0,37.0,38.0,18.0,3.1,0
0.46,24.0,28.0,37.0,22.0,2.4,0
0.46,20.0,31.0,33.0,25.0,2.3,0
0.49,21.0,29.0,29.0,20.0,2.3,0
0.82,30.0,16.0,24.0,15.0,2.4,0
0.67,24.0,17.0,24.0,10.0,2.2,0
0.92,32.0,6.1,24.0,10.0,2.4,0
0.81,33.0,0.8,35.0,13.0,4.5,0
0.72,30.0,1.0,45.0,15.0,4.4,0
0.53,25.0,1.8,35.0,15.0,4.6,0
0.5,24.0,1.6,33.0,15.0,4.4,0
0.39,22.0,3.3,34.0,14.0,4.6,0
0.4,23.0,1.0,37.0,15.0,4.6,0
0.39,22.0,0.9,38.0,14.0,5.6,0
0.34,19.0,3.6,39.0,15.0,4.1,0
0.45,20.0,5.0,42.0,16.0,4.8,0
0.77,27.0,11.0,46.0,17.0,5.2,0
1.07,36.0,31.0,53.0,24.0,4.8,1
0.95,35.0,54.0,55.0,31.0,5.2,1
0.72,27.0,87.0,48.0,30.0,3.4,1
0.38,18.0,60.0,42.0,21.0,3.6,1
0.23,13.0,37.0,35.0,15.0,2.8,0
0.2,11.0,37.0,31.0,13.0,2.8,0
0.21,12.0,34.0,31.0,12.0,2.8,0
0.3,16.0,37.0,32.0,14.0,3.2,0
0.56,32.0,23.0,38.0,17.0,5.8,0
0.81,38.0,20.0,44.0,21.0,6.1,0
0.71,29.0,19.0,34.0,18.0,3.6,0
0.65,31.0,9.3,22.0,10.0,8.6,0
0.69,30.0,6.5,23.0,13.0,7.9,0
0.6,31.0,4.0,35.0,21.0,6.1,0
0.54,30.0,5.3,44.0,21.0,4.7,0
0.47,27.0,4.6,40.0,20.0,5.2,0
0.41,24.0,6.0,37.0,17.0,4.4,0
0.29,16.0,8.7,34.0,12.0,3.7,0
0.21,12.0,9.6,29.0,12.0,3.5,0
0.33,22.0,1.8,34.0,12.0,6.0,0
0.33,20.0,1.2,38.0,14.0,5.6,0
0.4,18.0,1.5,33.0,17.0,4.2,0
0.52,21.0,3.0,34.0,18.0,8.4,0
0.88,32.0,8.5,42.0,20.0,5.7,0
1.29,43.0,25.0,51.0,25.0,4.9,1
0.57,20.0,50.0,43.0,20.0,3.0,0
0.47,17.0,66.0,28.0,18.0,2.4,1
0.42,18.0,76.0,37.0,20.0,4.0,1
0.34,16.0,71.0,43.0,20.0,3.1,1
0.31,21.0,40.0,33.0,5.0,2.9,0
0.51,35.0,25.0,42.0,11.0,5.5,0
0.42,29.0,16.0,34.0,18.0,3.2,0
0.54,30.0,15.0,23.0,19.0,7.1,0
0.62,35.0,10.0,24.0,15.0,5.5,0
0.56,32.0,15.0,22.0,10.0,3.1,0
0.51,31.0,14.0,17.0,7.0,3.2,0
0.49,34.0,5.7,13.0,5.0,4.5,0
0.6,34.0,3.4,15.0,5.0,4.1,0
0.73,35.0,2.1,20.0,4.0,2.9,0
0.51,22.0,9.0,18.0,3.0,1.8,0
0.45,21.0,6.8,17.0,4.0,2.7,0
0.53,28.0,2.4,24.0,7.0,6.1,0
0.32,17.0,5.6,24.0,8.0,2.2,0
0.49,20.0,2.5,23.0,7.0,3.4,0
0.51,21.0,2.7,29.0,8.0,3.6,0
0.42,15.0,6.5,31.0,10.0,2.1,0
0.61,17.0,16.0,28.0,10.0,1.5,0
0.93,28.0,38.0,31.0,12.0,1.8,0
0.87,27.0,69.0,42.0,18.0,2.3,1
0.41,14.0,73.0,42.0,20.0,2.3,1
0.45,17.0,89.0,40.0,18.0,3.9,1
0.43,18.0,65.0,45.0,15.0,3.8,1
0.52,26.0,67.0,45.0,19.0,3.1,1
0.59,34.0,50.0,54.0,27.0,2.5,1
0.72,39.0,15.0,48.0,25.0,3.0,0
0.69,45.0,11.0,37.0,23.0,6.4,0
0.9,44.0,9.6,38.0,26.0,4.2,0
1.4,46.0,7.1,33.0,20.0,2.5,0
1.27,39.0,6.2,35.0,15.0,2.1,0
1.0,32.0,6.5,35.0,13.0,2.0,0
1.3,37.0,2.9,33.0,16.0,1.8,0
1.81,40.0,0.6,37.0,20.0,3.5,0
1.81,40.0,0.6,43.0,19.0,4.2,0
0.95,34.0,0.5,45.0,19.0,7.1,0
0.67,30.0,0.4,43.0,15.0,7.2,0
0.42,27.0,0.8,38.0,12.0,5.9,0
0.41,17.0,3.5,35.0,8.0,3.2,0
0.24,9.6,8.7,35.0,5.0,2.0,0
0.34,13.0,6.1,29.0,10.0,2.2,0
0.6,19.0,5.1,28.0,12.0,2.1,0
1.02,31.0,7.9,43.0,15.0,9.5,0
1.03,35.0,19.0,53.0,19.0,8.2,1
0.44,19.0,34.0,79.0,22.0,3.8,1
0.31,15.0,45.0,87.0,21.0,2.8,1
0.28,13.0,55.0,59.0,15.0,2.1,1
0.35,14.0,60.0,50.0,16.0,3.4,1
0.24,11.0,58.0,57.0,19.0,3.1,1
0.26,12.0,51.0,64.0,22.0,3.2,1
0.23,11.0,42.0,60.0,22.0,3.7,1
0.25,12.0,31.0,55.0,18.0,3.3,1
0.27,10.0,27.0,48.0,15.0,3.9,0
0.4,17.0,20.0,40.0,12.0,5.9,0
0.46,22.0,11.0,43.0,12.0,9.1,0
0.51,24.0,8.3,44.0,11.0,5.0,0
0.64,28.0,3.0,46.0,13.0,5.5,0
0.8,27.0,8.6,43.0,16.0,2.6,0
0.68,23.0,10.0,39.0,19.0,2.7,0
0.68,24.0,4.5,44.0,20.0,4.1,0
0.58,23.0,4.5,51.0,18.0,6.0,1
0.47,24.0,0.6,53.0,17.0,6.1,1
0.41,20.0,0.5,48.0,17.0,6.1,0
0.34,18.0,1.0,44.0,19.0,5.8,0
0.35,17.0,2.2,45.0,18.0,5.6,0
0.38,15.0,5.7,42.0,15.0,4.4,0
0.44,14.0,13.0,42.0,12.0,3.4,0
0.37,14.0,23.0,42.0,15.0,2.9,0
0.27,12.0,36.0,39.0,15.0,2.9,0
0.23,11.0,49.0,43.0,17.0,4.1,0
0.26,11.0,62.0,43.0,20.0,3.8,1
0.3,12.0,75.0,51.0,21.0,4.1,1
0.29,14.0,64.0,61.0,21.0,4.1,1
0.21,11.0,42.0,59.0,17.0,3.1,1
0.21,12.0,32.0,51.0,14.0,3.9,1
0.26,14.0,23.0,46.0,13.0,3.2,0
0.34,15.0,19.0,43.0,14.0,3.7,0
0.46,18.0,14.0,44.0,13.0,4.5,0
0.54,21.0,7.8,48.0,13.0,5.6,0
0.4,19.0,6.5,43.0,15.0,5.7,0
0.35,17.0,8.2,48.0,16.0,7.9,0
0.39,19.0,4.9,53.0,19.0,5.5,1
0.4,22.0,1.1,48.0,19.0,5.3,0
0.37,21.0,1.3,50.0,17.0,6.3,0
0.36,19.0,1.5,51.0,20.0,5.2,1
0.31,19.0,1.7,50.0,20.0,6.2,0
0.3,18.0,2.4,50.0,19.0,5.3,0
0.31,18.0,1.2,48.0,15.0,6.0,0
0.39,16.0,2.6,44.0,13.0,4.4,0
0.46,14.0,6.1,38.0,16.0,2.7,0
0.39,13.0,13.0,38.0,18.0,3.0,0
0.34,13.0,20.0,40.0,15.0,3.2,0
0.3,11.0,34.0,39.0,13.0,2.7,0
0.28,12.0,44.0,35.0,13.0,2.9,0
0.28,11.0,48.0,44.0,12.0,3.7,0
0.29,12.0,59.0,55.0,16.0,4.2,1
0.22,9.6,42.0,62.0,19.0,3.3,1
0.2,9.1,35.0,60.0,17.0,3.7,1
0.18,8.7,29.0,54.0,15.0,4.0,1
0.22,9.0,23.0,46.0,14.0,4.1,0
0.26,10.0,21.0,38.0,15.0,4.7,0
0.3,13.0,18.0,38.0,15.0,5.2,0
0.4,20.0,9.5,35.0,14.0,4.2,0
0.4,19.0,9.6,37.0,13.0,4.0,0
0.51,20.0,7.5,39.0,12.0,4.0,0
0.56,23.0,5.3,39.0,15.0,4.0,0
0.51,21.0,1.7,38.0,15.0,4.3,0
0.59,22.0,0.7,40.0,14.0,4.6,0
0.54,22.0,0.8,42.0,15.0,4.6,0
0.32,18.0,4.5,43.0,19.0,4.2,0
0.27,15.0,7.4,42.0,20.0,3.6,0
0.27,15.0,6.5,38.0,20.0,3.8,0
0.31,16.0,4.3,35.0,19.0,3.5,0
0.29,12.0,10.0,33.0,19.0,3.0,0
0.36,13.0,13.0,34.0,18.0,3.0,0
0.26,10.0,20.0,39.0,16.0,2.8,0
0.21,8.2,28.0,39.0,18.0,2.9,0
0.2,7.8,39.0,40.0,16.0,2.4,0
0.25,10.0,46.0,43.0,14.0,3.3,0
0.2,7.7,47.0,43.0,15.0,2.8,0
0.2,7.7,47.0,46.0,15.0,2.5,0
0.22,8.7,51.0,42.0,15.0,3.2,1
0.23,9.5,42.0,42.0,15.0,2.6,0
0.25,10.0,37.0,40.0,14.0,3.0,0
0.3,12.0,33.0,37.0,15.0,4.0,0
0.35,14.0,24.0,39.0,18.0,4.8,0
0.36,16.0,16.0,40.0,15.0,5.4,0
0.37,18.0,11.0,40.0,13.0,5.8,0
0.44,23.0,5.2,37.0,15.0,6.9,0
0.43,23.0,5.6,37.0,15.0,8.9,0
0.43,23.0,5.6,42.0,14.0,5.9,0
0.44,22.0,4.7,48.0,17.0,6.3,0
0.44,21.0,0.7,45.0,17.0,5.6,0
0.33,20.0,2.3,39.0,16.0,5.9,0
0.28,15.0,5.8,39.0,20.0,3.1,0
0.24,17.0,4.0,40.0,17.0,3.4,0
0.26,15.0,5.4,39.0,15.0,3.0,0
0.27,11.0,11.0,40.0,18.0,2.3,0
0.48,16.0,14.0,40.0,18.0,4.0,0
0.33,14.0,23.0,39.0,15.0,3.5,0
0.27,14.0,25.0,49.0,19.0,3.6,0
0.28,15.0,34.0,53.0,21.0,3.6,1
0.23,12.0,41.0,46.0,15.0,2.5,0
0.21,11.0,39.0,49.0,13.0,2.4,0
0.18,11.0,37.0,49.0,14.0,2.6,0
0.17,10.0,39.0,44.0,16.0,2.9,0
0.18,11.0,41.0,42.0,16.0,2.8,0
0.24,12.0,46.0,40.0,15.0,2.7,0
0.29,14.0,38.0,39.0,20.0,2.1,0
0.42,19.0,31.0,39.0,20.0,3.3,0
0.56,23.0,15.0,35.0,15.0,2.6,0
0.58,23.0,17.0,35.0,11.0,1.5,0
0.62,23.0,13.0,37.0,10.0,1.4,0
0.77,30.0,2.8,37.0,13.0,12.0,0
0.69,28.0,2.1,44.0,15.0,8.5,0
0.47,27.0,0.9,48.0,13.0,7.5,0
0.28,22.0,2.5,44.0,16.0,5.4,0
0.22,17.0,8.3,37.0,18.0,4.3,0
0.22,15.0,8.8,33.0,17.0,4.0,0
0.29,16.0,6.6,33.0,15.0,4.4,0
0.32,16.0,5.4,32.0,10.0,4.1,0
0.33,14.0,11.0,35.0,10.0,3.5,0
0.44,15.0,17.0,38.0,15.0,5.3,0
0.48,19.0,21.0,37.0,19.0,4.5,0
0.31,15.0,34.0,53.0,16.0,3.2,1
0.27,14.0,46.0,57.0,16.0,3.8,1
0.28,13.0,55.0,45.0,16.0,4.0,1
0.26,12.0,58.0,45.0,18.0,3.8,1
0.21,10.0,52.0,45.0,21.0,3.8,1
0.22,11.0,54.0,48.0,18.0,3.6,1
0.24,12.0,52.0,49.0,16.0,3.9,1
0.25,13.0,52.0,51.0,15.0,4.5,1
0.37,18.0,44.0,54.0,17.0,5.5,1
0.45,20.0,40.0,54.0,20.0,6.6,1
0.44,21.0,34.0,55.0,23.0,6.3,1
0.5,24.0,24.0,54.0,25.0,7.9,1
0.55,24.0,17.0,54.0,25.0,9.4,1
0.46,21.0,13.0,53.0,24.0,6.3,1
0.43,24.0,8.9,50.0,25.0,6.0,0
0.36,25.0,6.5,50.0,25.0,4.6,0
0.28,18.0,10.0,46.0,21.0,3.4,0
0.27,18.0,7.0,39.0,18.0,4.2,0
0.24,15.0,9.7,31.0,18.0,4.0,0
0.2,15.0,11.0,27.0,12.0,3.7,0
0.22,11.0,15.0,26.0,12.0,2.7,0
0.29,13.0,14.0,24.0,14.0,2.8,0
0.38,16.0,17.0,29.0,12.0,3.7,0
0.36,16.0,24.0,29.0,14.0,3.5,0
0.26,14.0,37.0,32.0,15.0,3.0,0
0.24,12.0,45.0,42.0,10.0,2.7,0
0.26,13.0,56.0,51.0,12.0,3.5,1
0.24,12.0,54.0,54.0,17.0,3.7,1
0.21,11.0,54.0,53.0,15.0,3.9,1
0.21,12.0,51.0,56.0,12.0,3.9,1
0.23,12.0,48.0,55.0,15.0,4.0,1
0.24,13.0,43.0,54.0,17.0,3.4,1
0.33,15.0,34.0,49.0,18.0,3.1,0
0.45,22.0,24.0,45.0,20.0,4.5,0
0.39,20.0,23.0,44.0,20.0,3.7,0
0.45,21.0,19.0,43.0,20.0,3.9,0
0.46,27.0,12.0,45.0,24.0,6.0,0
0.49,32.0,5.2,49.0,26.0,6.7,0
0.46,29.0,5.4,48.0,26.0,6.4,0
0.35,23.0,6.2,46.0,21.0,4.5,0
0.25,14.0,15.0,43.0,20.0,3.1,0
0.23,16.0,11.0,37.0,20.0,3.6,0
0.22,11.0,15.0,35.0,18.0,3.1,0
0.21,11.0,14.0,37.0,15.0,3.0,0
0.3,14.0,12.0,37.0,13.0,3.7,0
0.45,19.0,8.2,37.0,16.0,3.4,0
0.4,15.0,17.0,37.0,17.0,3.4,0
0.39,15.0,24.0,33.0,15.0,3.3,0
0.27,13.0,41.0,38.0,16.0,3.0,0
0.2,8.9,52.0,28.0,12.0,2.0,1
0.26,14.0,67.0,37.0,14.0,3.2,1
0.26,13.0,69.0,50.0,20.0,3.5,1
0.26,13.0,62.0,56.0,20.0,3.8,1
0.28,14.0,51.0,55.0,11.0,4.1,1
0.32,15.0,35.0,48.0,10.0,4.2,0
0.4,19.0,25.0,42.0,11.0,5.7,0
0.41,22.0,19.0,40.0,9.0,5.4,0
